database,workload,iteration,start_node,latency_ms,success,error,concurrency,op_type
cognodb,point_lookup,32,208138,248.3433,True,,,read
cognodb,point_lookup,33,208159,284.192,True,,,read
cognodb,point_lookup,34,209058,261.7017,True,,,read
cognodb,point_lookup,35,209108,249.8503,True,,,read
cognodb,point_lookup,36,210254,249.5052,True,,,read
cognodb,point_lookup,37,302080,248.1813,True,,,read
cognodb,point_lookup,38,9208245,256.3564,True,,,read
cognodb,point_lookup,39,9304275,248.4264,True,,,read
cognodb,point_lookup,40,9305258,249.2435,True,,,read
cognodb,point_lookup,41,9306241,248.0094,True,,,read
cognodb,point_lookup,42,9307320,247.8131,True,,,read
cognodb,point_lookup,43,9309220,249.8141,True,,,read
cognodb,point_lookup,44,9309273,250.3984,True,,,read
cognodb,point_lookup,45,9309293,249.1383,True,,,read
cognodb,point_lookup,46,9310213,248.9316,True,,,read
cognodb,point_lookup,47,9311240,248.054,True,,,read
cognodb,point_lookup,48,9401244,248.1911,True,,,read
cognodb,point_lookup,49,9401326,248.6458,True,,,read
cognodb,point_lookup,50,9403260,248.7788,True,,,read
cognodb,point_lookup,51,9403269,249.742,True,,,read
cognodb,point_lookup,52,9407272,249.188,True,,,read
cognodb,point_lookup,53,9407278,250.4311,True,,,read
cognodb,point_lookup,54,9407401,252.2073,True,,,read
cognodb,point_lookup,55,9501227,247.4224,True,,,read
cognodb,point_lookup,56,9501350,247.4056,True,,,read
cognodb,point_lookup,57,9501376,248.327,True,,,read
cognodb,point_lookup,58,9502306,248.0089,True,,,read
cognodb,point_lookup,59,9502360,249.8271,True,,,read
cognodb,point_lookup,60,9503294,248.9474,True,,,read
cognodb,point_lookup,61,9504347,248.9443,True,,,read
cognodb,point_lookup,62,9505303,247.6676,True,,,read
cognodb,point_lookup,63,9505310,262.2858,True,,,read
cognodb,point_lookup,64,9505324,258.6389,True,,,read
cognodb,point_lookup,65,9508299,251.1242,True,,,read
cognodb,point_lookup,66,9509349,248.8415,True,,,read
cognodb,point_lookup,67,9603367,248.5246,True,,,read
cognodb,point_lookup,68,9603420,249.4362,True,,,read
cognodb,point_lookup,69,9606252,247.0894,True,,,read
cognodb,point_lookup,70,9609217,249.2695,True,,,read
